Indicator Name,Indicator Value,Governorates,District,Topic,x,y,Year,Name,GOVERNORATE_ID
suicide mortality rate,73,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
"The homicide rate per 100,000 population",2.4,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
"The number of traffic accident injuries per 100,000 people",175,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
Theft crime rate,126,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
Traffic accident death rate,49,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
Traffic accident injury rate,79,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2019,محافظة القرية العليا,00510
accidents outside cities,49,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
accidents within cities,34,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
Average number of death resulting from traffic accidents (age: 1-15 years),15.6,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
Average number of injuries resulting from traffic accidents (age more than 36 years),106.8,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
Average number of injuries resulting from traffic accidents (age: 1-15 years),74.4,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
Average number of injuries resulting from traffic accidents (age: 16-35 years),165.1,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
death rate,34,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
injury rate,61,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
Per capita green space - square meters per person,3.9,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
Per capita share of squares and public places,6.5,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
Percentage of accidents incurred by non-Saudi,84,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
Percentage of road accidents for Saudi,23,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
Percentage of serious accidents outside cities,39,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
Percentage of serious accidents within cities,65,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
suicide mortality rate,27,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
"The homicide rate per 100,000 population",3.6,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
"The number of traffic accident injuries per 100,000 people",161,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
Theft crime rate,137,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
Traffic accident death rate,63,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
Traffic accident injury rate,80,Addammam,Eastern Region Municipality,Livability,52.83786863,21.99674552,2017,الدمام,00500
accidents outside cities,52,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
accidents within cities,75,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
Average number of death resulting from traffic accidents (age: 1-15 years),6.5,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
Average number of injuries resulting from traffic accidents (age more than 36 years),105.6,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
Average number of injuries resulting from traffic accidents (age: 1-15 years),37.2,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
Average number of injuries resulting from traffic accidents (age: 16-35 years),93.6,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
death rate,23,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
injury rate,79,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
Per capita green space - square meters per person,3.9,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
Per capita share of squares and public places,7.8,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
Percentage of accidents incurred by non-Saudi,20,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
Percentage of road accidents for Saudi,88,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
Percentage of serious accidents outside cities,23,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
Percentage of serious accidents within cities,50,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
suicide mortality rate,71,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
"The homicide rate per 100,000 population",3.6,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
"The number of traffic accident injuries per 100,000 people",163,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
Theft crime rate,153,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
Traffic accident death rate,56,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
Traffic accident injury rate,80,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2017,محافظة الأحساء,00501
accidents outside cities,76,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
accidents within cities,30,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
Average number of death resulting from traffic accidents (age: 1-15 years),19.5,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
Average number of injuries resulting from traffic accidents (age more than 36 years),94.8,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
Average number of injuries resulting from traffic accidents (age: 1-15 years),86.4,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
Average number of injuries resulting from traffic accidents (age: 16-35 years),75.4,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
death rate,31,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
injury rate,69,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
Per capita green space - square meters per person,1.3,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
Per capita share of squares and public places,3.9,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
Percentage of accidents incurred by non-Saudi,20,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
Percentage of road accidents for Saudi,53,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
Percentage of serious accidents outside cities,42,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
Percentage of serious accidents within cities,53,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
suicide mortality rate,36,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
"The homicide rate per 100,000 population",3.6,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
"The number of traffic accident injuries per 100,000 people",238,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
Theft crime rate,105,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
Traffic accident death rate,56,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
Traffic accident injury rate,37,Hafar albatin,Hafar Al Batin,Livability,46.199112,28.17684342,2017,محافظة حفر الباطن,00502
accidents outside cities,60,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
accidents within cities,71,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
Average number of death resulting from traffic accidents (age: 1-15 years),16.9,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
Average number of injuries resulting from traffic accidents (age more than 36 years),117.6,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
Average number of injuries resulting from traffic accidents (age: 1-15 years),37.2,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
Average number of injuries resulting from traffic accidents (age: 16-35 years),169,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
death rate,26,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
injury rate,79,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
Per capita green space - square meters per person,3.9,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
Per capita share of squares and public places,6.5,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
Percentage of accidents incurred by non-Saudi,23,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
Percentage of road accidents for Saudi,74,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
Percentage of serious accidents outside cities,45,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
Percentage of serious accidents within cities,62,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
suicide mortality rate,53,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
"The homicide rate per 100,000 population",2.4,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
"The number of traffic accident injuries per 100,000 people",110,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
Theft crime rate,159,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
Traffic accident death rate,49,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
Traffic accident injury rate,88,Aljubayl,Al Jubayl,Livability,49.33950845,27.00163279,2017,محافظة الجبيل,00503
accidents outside cities,49,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
accidents within cities,51,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
Average number of death resulting from traffic accidents (age: 1-15 years),5.2,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
Average number of injuries resulting from traffic accidents (age more than 36 years),103.2,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
Average number of injuries resulting from traffic accidents (age: 1-15 years),36,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
Average number of injuries resulting from traffic accidents (age: 16-35 years),254.8,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
death rate,35,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
injury rate,76,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
Per capita green space - square meters per person,1.3,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
Per capita share of squares and public places,5.2,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
Percentage of accidents incurred by non-Saudi,27,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
Percentage of road accidents for Saudi,51,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
Percentage of serious accidents outside cities,79,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
Percentage of serious accidents within cities,46,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
suicide mortality rate,45,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
"The homicide rate per 100,000 population",2.4,Alqatif,Al Qatif,Livability,49.84154847,26.60038469,2017,محافظة القطيف,00504
